video,segment_index,start_time,end_time,language,scene_id,text
Johan Sverdrup - System 71_72 - Brannvann og,3,27.959999999999997,35.36,no,,Brannvannsystemet har i hovedoppgave å levere brannvann til fastmonterte slukkesystem på alle installasjonene på Johan Sveidrups feltet.
Johan Sverdrup - System 71_72 - Brannvann og,4,36.7,47.36,no,0,Hensikten med det fastmonterte slukkesystemet er å begrense skader på personell og utstyr i forbindelse med branntilløp ved å levere slukkemedium til kjøling og slukking.
Johan Sverdrup - System 71_72 - Brannvann og,4,36.7,47.36,no,,Hensikten med det fastmonterte slukkesystemet er å begrense skader på personell og utstyr i forbindelse med branntilløp ved å levere slukkemedium til kjøling og slukking.
Johan Sverdrup - System 71_72 - Brannvann og,5,49.68,55.28,no,0,"Brannvannsystemet forsynes med klorinert sjøvann fra tre brannpumpesystemer på LQ,"
Johan Sverdrup - System 71_72 - Brannvann og,5,49.68,55.28,no,,"Brannvannsystemet forsynes med klorinert sjøvann fra tre brannpumpesystemer på LQ,"
Johan Sverdrup - System 71_72 - Brannvann og,6,55.9,57.14,no,1,og to på RP.
Johan Sverdrup - System 71_72 - Brannvann og,6,55.9,57.14,no,,og to på RP.
Johan Sverdrup - System 71_72 - Brannvann og,7,58.7,64.46,no,1,"Hvert av disse systemene består av en brannpumpekontainer som inneholder dieselmotor,"
Johan Sverdrup - System 71_72 - Brannvann og,7,58.7,64.46,no,,"Hvert av disse systemene består av en brannpumpekontainer som inneholder dieselmotor,"
Johan Sverdrup - System 71_72 - Brannvann og,8,65.44,65.68,no,1,"generator,"
Johan Sverdrup - System 71_72 - Brannvann og,8,65.44,65.68,no,,"generator,"
Johan Sverdrup - System 71_72 - Brannvann og,9,67.62,68.42,no,1,"dieseldagtank,"
Johan Sverdrup - System 71_72 - Brannvann og,9,67.62,68.42,no,,"dieseldagtank,"
Johan Sverdrup - System 71_72 - Brannvann og,10,70.52,71.32,no,1,"oljesirkuleringsenhet,"
Johan Sverdrup - System 71_72 - Brannvann og,10,70.52,71.32,no,,"oljesirkuleringsenhet,"
Johan Sverdrup - System 71_72 - Brannvann og,11,73.86,74.66,no,1,sjøvannskjølesystem
Johan Sverdrup - System 71_72 - Brannvann og,11,73.86,74.66,no,,sjøvannskjølesystem
Johan Sverdrup - System 71_72 - Brannvann og,12,74.66,80.56,no,1,og annet utstyr som er nødvendig for å operere brannpumpesystemet som en uavhengig enhet.
Johan Sverdrup - System 71_72 - Brannvann og,12,74.66,80.56,no,,og annet utstyr som er nødvendig for å operere brannpumpesystemet som en uavhengig enhet.
Johan Sverdrup - System 71_72 - Brannvann og,13,82.94,85.88,no,1,"Brannpumpene pumper vann til en trykkutjevningstemp,"
Johan Sverdrup - System 71_72 - Brannvann og,13,82.94,85.88,no,,"Brannpumpene pumper vann til en trykkutjevningstemp,"
Johan Sverdrup - System 71_72 - Brannvann og,14,85.9,87.76,no,1,som er en liten tank og videre inn på systemet.
Johan Sverdrup - System 71_72 - Brannvann og,14,85.9,87.76,no,,som er en liten tank og videre inn på systemet.
Johan Sverdrup - System 71_72 - Brannvann og,15,89.26,96.02,no,1,Trykkutjevningstanken er utstyrt med en e-releaseventil for å eliminere skadelige trykkstøt ved oppstart av pumpen.
Johan Sverdrup - System 71_72 - Brannvann og,15,89.26,96.02,no,,Trykkutjevningstanken er utstyrt med en e-releaseventil for å eliminere skadelige trykkstøt ved oppstart av pumpen.
Johan Sverdrup - System 71_72 - Brannvann og,16,97.28,103.2,no,1,Tanken og ventilen hindrer også luft fra stigerøret til pumpen i å endre brannvannsystemet.
Johan Sverdrup - System 71_72 - Brannvann og,16,97.28,103.2,no,,Tanken og ventilen hindrer også luft fra stigerøret til pumpen i å endre brannvannsystemet.
Johan Sverdrup - System 71_72 - Brannvann og,17,105.82,110.88,no,1,Brannvannjokkipumper og en hydrofortank sørger for å opprettholde trykket i ringledningen.
Johan Sverdrup - System 71_72 - Brannvann og,17,105.82,110.88,no,,Brannvannjokkipumper og en hydrofortank sørger for å opprettholde trykket i ringledningen.
Johan Sverdrup - System 71_72 - Brannvann og,18,112.82,114.92,no,1,"Jokkipumpene er plassert på LQ,"
Johan Sverdrup - System 71_72 - Brannvann og,18,112.82,114.92,no,,"Jokkipumpene er plassert på LQ,"
Johan Sverdrup - System 71_72 - Brannvann og,19,115.1,115.88,no,1,og er i stedet for å opprettholde trykket i ringledningen.
Johan Sverdrup - System 71_72 - Brannvann og,19,115.1,115.88,no,,og er i stedet for å opprettholde trykket i ringledningen.
Johan Sverdrup - System 71_72 - Brannvann og,20,115.88,122.1,no,1,De er med på å holde ringledningen trykksatt.
Johan Sverdrup - System 71_72 - Brannvann og,20,115.88,122.1,no,,De er med på å holde ringledningen trykksatt.
Johan Sverdrup - System 71_72 - Brannvann og,21,123.0,128.82,no,1,Pumpene er dimensjonert for å samtidig forsyne forbrukere uten at brannpumper skal starte.
Johan Sverdrup - System 71_72 - Brannvann og,21,123.0,128.82,no,,Pumpene er dimensjonert for å samtidig forsyne forbrukere uten at brannpumper skal starte.
Johan Sverdrup - System 71_72 - Brannvann og,22,129.54,130.58,no,1,Forbrukerne er
Johan Sverdrup - System 71_72 - Brannvann og,22,129.54,130.58,no,,Forbrukerne er
Johan Sverdrup - System 71_72 - Brannvann og,23,131.89999999999998,133.92,no,1,"overbordrenering for frostbeskyttelse,"
Johan Sverdrup - System 71_72 - Brannvann og,23,131.89999999999998,133.92,no,,"overbordrenering for frostbeskyttelse,"
Johan Sverdrup - System 71_72 - Brannvann og,24,134.12,136.12,no,1,"sirkulering av klorinert sjøvann,"
Johan Sverdrup - System 71_72 - Brannvann og,24,134.12,136.12,no,,"sirkulering av klorinert sjøvann,"
Johan Sverdrup - System 71_72 - Brannvann og,25,138.33999999999997,140.52,no,1,"tilbakestrømming til brannpumpekaisongene,"
Johan Sverdrup - System 71_72 - Brannvann og,25,138.33999999999997,140.52,no,,"tilbakestrømming til brannpumpekaisongene,"
Johan Sverdrup - System 71_72 - Brannvann og,26,142.54000000000002,144.98,no,1,"forbruk opp til to brannhydranter,"
Johan Sverdrup - System 71_72 - Brannvann og,26,142.54000000000002,144.98,no,,"forbruk opp til to brannhydranter,"
Johan Sverdrup - System 71_72 - Brannvann og,27,146.16,146.92,no,1,og forbruk av brannvannsystemer.
Johan Sverdrup - System 71_72 - Brannvann og,27,146.16,146.92,no,,og forbruk av brannvannsystemer.
Johan Sverdrup - System 71_72 - Brannvann og,28,147.54,150.18,no,1,"Hydrofortanksystemet er installert i brannvannsystemet,"
Johan Sverdrup - System 71_72 - Brannvann og,28,147.54,150.18,no,,"Hydrofortanksystemet er installert i brannvannsystemet,"
Johan Sverdrup - System 71_72 - Brannvann og,29,150.2,153.88,no,1,og skal forhindre kolonneseparasjon og påfølgende høye trykkpulser.
Johan Sverdrup - System 71_72 - Brannvann og,29,150.2,153.88,no,,og skal forhindre kolonneseparasjon og påfølgende høye trykkpulser.
Johan Sverdrup - System 71_72 - Brannvann og,30,156.76000000000002,160.36,no,2,"Hydrofortanken sørger for at vann trykkes inn i brannvannsystemet,"
Johan Sverdrup - System 71_72 - Brannvann og,30,156.76000000000002,160.36,no,,"Hydrofortanken sørger for at vann trykkes inn i brannvannsystemet,"
Johan Sverdrup - System 71_72 - Brannvann og,31,160.42,165.56,no,2,holder dette vannfylt og trykksatt i den tiden det tar for brannpumpene å starte opp.
Johan Sverdrup - System 71_72 - Brannvann og,31,160.42,165.56,no,,holder dette vannfylt og trykksatt i den tiden det tar for brannpumpene å starte opp.
Johan Sverdrup - System 71_72 - Brannvann og,32,168.44,173.9,no,2,"Brannslukkingssystemet leverer konsentrert brannskum til områder hvor brannvann alene ikke dekker behovet,"
Johan Sverdrup - System 71_72 - Brannvann og,32,168.44,173.9,no,,"Brannslukkingssystemet leverer konsentrert brannskum til områder hvor brannvann alene ikke dekker behovet,"
Johan Sverdrup - System 71_72 - Brannvann og,33,173.98,175.86,no,2,på grunn av utstyrstypen.
Johan Sverdrup - System 71_72 - Brannvann og,33,173.98,175.86,no,,på grunn av utstyrstypen.
Johan Sverdrup - System 71_72 - Brannvann og,34,175.88,177.22,no,2,Det kan være branntype eller forventet branntype.
Johan Sverdrup - System 71_72 - Brannvann og,34,175.88,177.22,no,,Det kan være branntype eller forventet branntype.
Johan Sverdrup - System 71_72 - Brannvann og,35,178.88,185.16,no,2,"I tillegg leverer systemet også vanntåket på LQ, RP og P2."
Johan Sverdrup - System 71_72 - Brannvann og,35,178.88,185.16,no,,"I tillegg leverer systemet også vanntåket på LQ, RP og P2."
Johan Sverdrup - System 71_72 - Brannvann og,36,187.66,191.7,no,2,"Vanntåkeanleggene er selvstendige enheter med vanntank for ferskvann,"
Johan Sverdrup - System 71_72 - Brannvann og,36,187.66,191.7,no,,"Vanntåkeanleggene er selvstendige enheter med vanntank for ferskvann,"
Johan Sverdrup - System 71_72 - Brannvann og,37,192.96,194.76,no,2,"nitrogenflasker som drivmiddel,"
Johan Sverdrup - System 71_72 - Brannvann og,37,192.96,194.76,no,,"nitrogenflasker som drivmiddel,"
Johan Sverdrup - System 71_72 - Brannvann og,38,194.76,198.36,no,2,og forstøvning av vann til vanntåket til rommene.
Johan Sverdrup - System 71_72 - Brannvann og,38,194.76,198.36,no,,og forstøvning av vann til vanntåket til rommene.
Johan Sverdrup - System 71_72 - Brannvann og,39,200.88,204.74,no,2,"Når vanntåket blir aktivert, vil nitrogen trykke opp vannet i tanken,"
Johan Sverdrup - System 71_72 - Brannvann og,39,200.88,204.74,no,,"Når vanntåket blir aktivert, vil nitrogen trykke opp vannet i tanken,"
Johan Sverdrup - System 71_72 - Brannvann og,40,204.74,209.94,no,2,samt distribuere nitrogen ut til lysene hvor vann og nitrogen blir mikset sammen.
Johan Sverdrup - System 71_72 - Brannvann og,40,204.74,209.94,no,,samt distribuere nitrogen ut til lysene hvor vann og nitrogen blir mikset sammen.
Johan Sverdrup - System 71_72 - Brannvann og,41,211.34,219.12,no,2,Systemet for brannskum er et sentralisert system og består av to skumskideenheter som er plassert på LQ og RP.
Johan Sverdrup - System 71_72 - Brannvann og,41,211.34,219.12,no,,Systemet for brannskum er et sentralisert system og består av to skumskideenheter som er plassert på LQ og RP.
Johan Sverdrup - System 71_72 - Brannvann og,42,221.26,224.52,no,2,Skumskidene består av en skumtank og to skumpumper.
Johan Sverdrup - System 71_72 - Brannvann og,42,221.26,224.52,no,,Skumskidene består av en skumtank og to skumpumper.
Johan Sverdrup - System 71_72 - Brannvann og,43,225.5,229.22,no,2,I tillegg er det en skumjokkepumpe installert i hver skid.
Johan Sverdrup - System 71_72 - Brannvann og,43,225.5,229.22,no,,I tillegg er det en skumjokkepumpe installert i hver skid.
Johan Sverdrup - System 71_72 - Brannvann og,44,229.8,233.26,no,2,Denne sørger for at trykket opprettholdes i skumringledningen.
Johan Sverdrup - System 71_72 - Brannvann og,44,229.8,233.26,no,,Denne sørger for at trykket opprettholdes i skumringledningen.
Johan Sverdrup - System 71_72 - Brannvann og,45,235.31999999999996,245.42,no,2,"Deluge, monitor og sprinklerskid leverer brannvann og skum til delusjdyser, brannkanoner og sprinkler."
Johan Sverdrup - System 71_72 - Brannvann og,45,235.31999999999996,245.42,no,,"Deluge, monitor og sprinklerskid leverer brannvann og skum til delusjdyser, brannkanoner og sprinkler."
Johan Sverdrup - System 71_72 - Brannvann og,46,247.28,255.7,no,2,Polimodulen har også en DIFS som supplerer vann og skum til helidekket.
Johan Sverdrup - System 71_72 - Brannvann og,46,247.28,255.7,no,,Polimodulen har også en DIFS som supplerer vann og skum til helidekket.
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",0,0.0,5.98,no,0,Ved utfall på Haugsneset vil ikke bare Johan Sverdrup miste kraft fra land.
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",0,0.0,5.98,no,,Ved utfall på Haugsneset vil ikke bare Johan Sverdrup miste kraft fra land.
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",1,7.2,15.98,no,0,"Da vil også utsida Povagrid miste all kraft, og vi vil få en shutdown på samtlige plattformer tilknyttet til områdeløsningen."
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",1,7.2,15.98,no,,"Da vil også utsida Povagrid miste all kraft, og vi vil få en shutdown på samtlige plattformer tilknyttet til områdeløsningen."
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",2,17.78,24.48,no,0,"Og på grunn av dette er det viktig å ha god oversikt over prosedyreverket, og dette finner du i Satos."
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",2,17.78,24.48,no,,"Og på grunn av dette er det viktig å ha god oversikt over prosedyreverket, og dette finner du i Satos."
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",3,25.26,36.16,no,0,"Her har vi samlet alle oppstartsprosedyre, helt ifra sjekk av UPS, normalisering av nødkraft og start av essensiell generator og HVDC-anlegg."
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",3,25.26,36.16,no,,"Her har vi samlet alle oppstartsprosedyre, helt ifra sjekk av UPS, normalisering av nødkraft og start av essensiell generator og HVDC-anlegg."
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",4,37.42,44.86,no,0,"Øverst til høyre, på tap av hovedkraft, finner du også prosedyre for innlegging av utsida Povagrid."
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",4,37.42,44.86,no,,"Øverst til høyre, på tap av hovedkraft, finner du også prosedyre for innlegging av utsida Povagrid."
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",5,45.96,54.38,no,0,"Sett deg gjerne inn i prosedyreverket for tap av hovedkraft for å få en bedre innsikt om hvordan oppstart på Johan Sverdrup,"
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",5,45.96,54.38,no,,"Sett deg gjerne inn i prosedyreverket for tap av hovedkraft for å få en bedre innsikt om hvordan oppstart på Johan Sverdrup,"
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",6,54.48,56.6,no,0,og utsida Povagrid fungerer.
"Johan Sverdrup - System 80 - Hovedkraft, HVDC,",6,54.48,56.6,no,,og utsida Povagrid fungerer.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,0,0.0,5.22,no,0,Her ser du hele gasskompresjon- og reinjeksjonssystemet på Johan Sverdrup.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,0,0.0,5.22,no,,Her ser du hele gasskompresjon- og reinjeksjonssystemet på Johan Sverdrup.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,1,6.6000000000000005,13.58,no,0,System 23 finnes på P1 og P2 og er i liten grad representert på de andre plattformene.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,1,6.6000000000000005,13.58,no,,System 23 finnes på P1 og P2 og er i liten grad representert på de andre plattformene.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,2,16.06,21.84,no,0,"Systemet for gasskompresjon og reinjeksjon har i oppgave å komprimere gass fra alle separatorene,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,2,16.06,21.84,no,,"Systemet for gasskompresjon og reinjeksjon har i oppgave å komprimere gass fra alle separatorene,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,3,22.44,27.42,no,0,"gassbehandling, produsert vannbehandling og fakkel-veskeutskillere,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,3,22.44,27.42,no,,"gassbehandling, produsert vannbehandling og fakkel-veskeutskillere,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,4,27.42,32.04,no,0,"til nødvendig trykk for eksport, løftegass og gassinjeksjon."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,4,27.42,32.04,no,,"til nødvendig trykk for eksport, løftegass og gassinjeksjon."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,5,33.74,39.44,no,0,Her ser du gasskompresjon og reinjeksjon som er lokalisert på prosessplattformen P1.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,5,33.74,39.44,no,,Her ser du gasskompresjon og reinjeksjon som er lokalisert på prosessplattformen P1.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,6,41.56,48.28,no,0,"Systemene på P1 og P2 er i utgangspunktet veldig like, men har en del forskjeller blant annet"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,6,41.56,48.28,no,,"Systemene på P1 og P2 er i utgangspunktet veldig like, men har en del forskjeller blant annet"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,7,50.419999999999995,54.18,no,0,"rekompressorer, P1 har ett tog og reservekompressor,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,7,50.419999999999995,54.18,no,,"rekompressorer, P1 har ett tog og reservekompressor,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,8,55.5,57.4,no,0,"P2 har ett tog med resvervekompressor,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,8,55.5,57.4,no,,"P2 har ett tog med resvervekompressor,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,9,60.120000000000005,66.2,no,1,"P1 har innløpskjøler på første trinn, mens P2 har resirkulasjonskjøler."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,9,60.120000000000005,66.2,no,,"P1 har innløpskjøler på første trinn, mens P2 har resirkulasjonskjøler."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,10,69.55999999999999,74.42,no,1,"Høytrykskompressor, P1 har to tog, P2 har ett tog."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,10,69.55999999999999,74.42,no,,"Høytrykskompressor, P1 har to tog, P2 har ett tog."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,11,77.19999999999999,82.08,no,1,"Kjølere, P1 har stort sett kompaktkjølere kjølt av kjølemedium,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,11,77.19999999999999,82.08,no,,"Kjølere, P1 har stort sett kompaktkjølere kjølt av kjølemedium,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,12,83.5,87.4,no,1,"P2 har stort sett rørsatsvarmevekslere kjølt av kjølemedium,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,12,83.5,87.4,no,,"P2 har stort sett rørsatsvarmevekslere kjølt av kjølemedium,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,13,87.42,87.96,no,1,P2 har stort sett rørsatsvarmevekslere kjøler kjølet med sjøvann.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,13,87.42,87.96,no,,P2 har stort sett rørsatsvarmevekslere kjøler kjølet med sjøvann.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,14,89.86,94.34,no,1,"P2 har i tillegg en gjenvinningskjøler, nedstrøms fjerde trinn."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,14,89.86,94.34,no,,"P2 har i tillegg en gjenvinningskjøler, nedstrøms fjerde trinn."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,15,98.2,102.02,no,1,Hovedoppbyggingen av kompressortog på P1 og P2 er lik.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,15,98.2,102.02,no,,Hovedoppbyggingen av kompressortog på P1 og P2 er lik.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,16,103.2,110.14,no,1,"Gassen blir komprimert i fire trinn til nødvendig trykk for eksport, løftegass og gassinjeksjon."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,16,103.2,110.14,no,,"Gassen blir komprimert i fire trinn til nødvendig trykk for eksport, løftegass og gassinjeksjon."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,17,112.2,117.4,no,1,Utløpstrykket vil variere etter behov og ligger i området fra 173 bar G.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,17,112.2,117.4,no,,Utløpstrykket vil variere etter behov og ligger i området fra 173 bar G.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,18,117.42,121.04,no,2,Gassen blir opptil design- og operasjonstrykk på 210 bar G.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,18,117.42,121.04,no,,Gassen blir opptil design- og operasjonstrykk på 210 bar G.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,19,122.76,127.72,no,2,Gassen kjøles ned i vekslerne for å fjerne varme og gjør den mer kompakt.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,19,122.76,127.72,no,,Gassen kjøles ned i vekslerne for å fjerne varme og gjør den mer kompakt.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,20,128.92,134.26,no,2,"Før kompressorene går gassen gjennom en veskeutskiller for å fjerne de tyngste hydrokarbonene,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,20,128.92,134.26,no,,"Før kompressorene går gassen gjennom en veskeutskiller for å fjerne de tyngste hydrokarbonene,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,21,134.4,136.82,no,2,slik at kravene for eksportgass innfris.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,21,134.4,136.82,no,,slik at kravene for eksportgass innfris.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,22,138.52,143.84,no,2,"Vesken, som i hovedsak består av kondensat, ledes tilbake til oljetoget."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,22,138.52,143.84,no,,"Vesken, som i hovedsak består av kondensat, ledes tilbake til oljetoget."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,23,145.67999999999998,150.1,no,2,Mellom tredje- og fjerde-trinskompressor går gassen videre til system 24.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,23,145.67999999999998,150.1,no,,Mellom tredje- og fjerde-trinskompressor går gassen videre til system 24.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,24,150.98,151.72,no,2,Gassen går videre til system 24.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,24,150.98,151.72,no,,Gassen går videre til system 24.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,25,151.72,155.98,no,2,"Her fjernes vesken fra gassen, og deretter tørkes den ved å fjerne vann."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,25,151.72,155.98,no,,"Her fjernes vesken fra gassen, og deretter tørkes den ved å fjerne vann."
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,26,157.36,164.58,no,2,Tørr gass fri fra vann tas ut til brenngass før gassen kommer tilbake til fjerde trinn gasskompressjon.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,26,157.36,164.58,no,,Tørr gass fri fra vann tas ut til brenngass før gassen kommer tilbake til fjerde trinn gasskompressjon.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,27,165.94,170.78,no,2,Her ser du gass- og reinjeksjonssystemet som er lokalisert på P2.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,27,165.94,170.78,no,,Her ser du gass- og reinjeksjonssystemet som er lokalisert på P2.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,28,171.64,173.82,no,2,På like linje som på P1 er det renovert gass.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,28,171.64,173.82,no,,På like linje som på P1 er det renovert gass.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,30,173.82,176.24,no,2,blir gassen komprimert i fire trinn.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,30,173.82,176.24,no,,blir gassen komprimert i fire trinn.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,31,177.24,182.08,no,2,Gassen blir kjølt ned i vekslerne før veske blir utfelt i veskeutskillerne.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,31,177.24,182.08,no,,Gassen blir kjølt ned i vekslerne før veske blir utfelt i veskeutskillerne.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,32,183.72,187.68,no,2,"Vesken fra første trinn veskeutskiller ledes til høytrykkfakkel,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,32,183.72,187.68,no,,"Vesken fra første trinn veskeutskiller ledes til høytrykkfakkel,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,33,188.72,191.6,no,2,mens den blir ledet til system 20 fra de tre andre.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,33,188.72,191.6,no,,mens den blir ledet til system 20 fra de tre andre.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,34,193.4,195.26,no,2,Gassen går også her igjennom.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,34,193.4,195.26,no,,Gassen går også her igjennom.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,35,196.58,200.1,no,2,"Også her går gassen via system 24 for tørking,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,35,196.58,200.1,no,,"Også her går gassen via system 24 for tørking,"
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,36,201.06,203.46,no,2,slik at den tilfredsstiller kravene til eksport.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,36,201.06,203.46,no,,slik at den tilfredsstiller kravene til eksport.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,37,205.1,211.48,no,2,Gass fra fjerde trinnskompressorene på P1 blir utet til boreplattformen for gassløft
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,37,205.1,211.48,no,,Gass fra fjerde trinnskompressorene på P1 blir utet til boreplattformen for gassløft
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,38,211.48,214.7,no,2,og videre til reiserplattformen for eksport.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,38,211.48,214.7,no,,og videre til reiserplattformen for eksport.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,39,216.84,222.94,no,2,Gass fra fjerde trinnskompressor på P2 blir utet til reiserplattformen for gaseksport
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,39,216.84,222.94,no,,Gass fra fjerde trinnskompressor på P2 blir utet til reiserplattformen for gaseksport
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,40,222.94,226.92,no,2,eller videre til subsea for gassløft eller gassinjeksjon.
Johan Sverdrup System 23 Gasskompresjon og re-injeksjon,40,222.94,226.92,no,,eller videre til subsea for gassløft eller gassinjeksjon.
Johan Sverdrup – System 18 – Havbunnsbrønner og,0,4.22,5.06,no,0,Hvordan kan jeg få en bedre systemforståelse?
Johan Sverdrup – System 18 – Havbunnsbrønner og,0,4.22,5.06,no,0,Hvordan kan jeg få en bedre systemforståelse?
Johan Sverdrup – System 18 – Havbunnsbrønner og,1,5.06,9.64,no,0,Velkommen til denne introduksjonen som skal gi deg en bedre systemforståelse.
Johan Sverdrup – System 18 – Havbunnsbrønner og,1,5.06,9.64,no,0,Velkommen til denne introduksjonen som skal gi deg en bedre systemforståelse.
Johan Sverdrup – System 18 – Havbunnsbrønner og,2,10.620000000000001,13.14,no,0,Faremålet med denne gjennomgangen er at du
Johan Sverdrup – System 18 – Havbunnsbrønner og,2,10.620000000000001,13.14,no,0,Faremålet med denne gjennomgangen er at du
Johan Sverdrup – System 18 – Havbunnsbrønner og,3,13.14,16.2,no,0,Forstår hensikten med systemet
Johan Sverdrup – System 18 – Havbunnsbrønner og,3,13.14,16.2,no,0,Forstår hensikten med systemet
Johan Sverdrup – System 18 – Havbunnsbrønner og,4,16.2,19.66,no,0,Kjenner hovedutstyret og hvor det er plassert
Johan Sverdrup – System 18 – Havbunnsbrønner og,4,16.2,19.66,no,0,Kjenner hovedutstyret og hvor det er plassert
Johan Sverdrup – System 18 – Havbunnsbrønner og,5,21.080000000000002,24.02,no,0,Forstår reguleringen og beskyttelsesfunksjonene
Johan Sverdrup – System 18 – Havbunnsbrønner og,5,21.080000000000002,24.02,no,0,Forstår reguleringen og beskyttelsesfunksjonene
Johan Sverdrup – System 18 – Havbunnsbrønner og,6,24.02,28.64,no,0,"Kjenner til spesielle driftsforhold, aktuelle hjelpesystemer"
